frame,joint,x,y,z
28,9,0.023444,-0.036693,0.269416
28,10,0.024957,-0.019529,0.276651
28,11,-0.146208,0.000000,-0.027562
28,12,0.148795,0.000000,-0.028323
28,13,0.029249,0.003252,0.281849
28,14,-0.019049,-0.029410,0.255002
28,15,-0.004765,0.042171,0.244460
28,16,-0.039825,-0.005448,0.242771
28,17,-0.026957,0.007591,0.272596
28,18,-0.038295,-0.037911,0.285143
28,19,-0.048449,0.000175,0.258979
28,20,-0.056802,-0.013449,0.258115
28,21,-0.076462,-0.029162,0.275014
28,22,-0.028607,-0.003898,0.247840
28,23,-0.051084,0.017750,0.258767
28,24,-0.026401,-0.008825,0.272350
29,0,0.044689,0.000000,-0.013455
29,1,0.022445,0.006714,0.310091
29,2,0.028418,0.005203,0.265357
29,3,0.041507,0.007797,0.297837
29,4,0.024548,-0.036937,0.281605
29,5,-0.171533,0.000000,0.578166
29,6,0.224221,0.000000,0.576781
29,7,0.016662,-0.017647,0.291435
29,8,0.007915,0.003480,0.274563
29,9,0.019755,0.013067,0.260249
29,10,0.012095,0.018295,0.288286
29,11,-0.149715,0.000000,-0.028325
29,12,0.145292,0.000000,-0.028947
29,13,0.005578,-0.040117,0.257594
29,14,-0.017284,-0.005278,0.256535
29,15,-0.018953,0.050155,0.260608
29,16,-0.030272,0.016982,0.238237
29,17,-0.046712,-0.023480,0.270644
29,18,-0.051379,-0.007812,0.243846
29,19,-0.032734,0.029106,0.267025
29,20,-0.049637,-0.001803,0.266727
29,21,-0.024589,0.030886,0.249963
29,22,-0.039048,0.041633,0.285435
29,23,-0.072063,0.025541,0.259078
29,24,-0.062487,-0.007398,0.256334
30,0,0.043006,0.000000,-0.015303
30,1,0.041792,0.004492,0.294285
30,2,0.043127,0.004412,0.286369
30,3,0.049837,0.006169,0.253414
30,4,0.003659,-0.015199,0.273376
30,5,-0.174487,0.000000,0.576777
30,6,0.221093,0.000000,0.575505
30,7,0.019391,-0.048466,0.271637
30,8,0.020100,0.015297,0.266258
30,9,-0.002028,0.008032,0.292841
30,10,0.017427,-0.000958,0.277670
30,11,-0.153223,0.000000,-0.028949
30,12,0.141812,0.000000,-0.029429
30,13,-0.005128,-0.012969,0.243962
30,14,-0.040272,0.006837,0.283073
30,15,-0.050093,0.020353,0.275628
30,16,-0.030201,-0.011013,0.268331
30,17,-0.049961,0.028207,0.239244
30,18,-0.036152,-0.018235,0.284114
30,19,-0.077776,-0.017445,0.258009
30,20,-0.015350,0.014085,0.283293
30,21,-0.062243,0.027188,0.259303
30,22,-0.041964,0.010117,0.268900
30,23,-0.056266,0.000206,0.226042
30,24,-0.028003,-0.009205,0.263422
31,0,0.041111,0.000000,-0.017075
31,1,0.074873,0.008510,0.293622
31,2,0.051747,0.027920,0.255361
31,3,0.078813,0.009388,0.253092
31,4,0.029860,0.029983,0.261397
31,5,-0.177566,0.000000,0.575502
31,6,0.217861,0.000000,0.574351
31,7,0.014764,-0.013084,0.223142
31,8,-0.006174,-0.018682,0.255609
31,9,0.025788,-0.004073,0.289692
31,10,0.012063,-0.013741,0.259140
31,11,-0.156715,0.000000,-0.029430
31,12,0.138372,0.000000,-0.029765
31,13,-0.034364,0.022884,0.237926
31,14,-0.048506,0.006220,0.260812
31,15,0.006447,-0.020107,0.268202
31,16,-0.029144,-0.024383,0.267325
31,17,-0.030670,-0.004439,0.259894
31,18,-0.000383,-0.004127,0.256153
31,19,-0.036501,0.016078,0.251787
31,20,-0.066433,0.014688,0.269609
31,21,-0.015548,0.033060,0.265019
31,22,-0.056968,-0.001798,0.276955
31,23,-0.034336,-0.000349,0.289331
31,24,-0.043547,-0.037442,0.253110
32,0,0.039013,0.000000,-0.018763
32,1,0.066116,0.007198,0.260184
32,2,0.075545,0.026888,0.249691
32,3,0.025462,0.006212,0.270193
32,4,0.005352,0.014358,0.270895
32,5,-0.180755,0.000000,0.574348
32,6,0.214541,0.000000,0.573322
32,7,0.005164,0.034643,0.271746
32,8,-0.016541,-0.001761,0.284370
32,9,0.025953,0.008327,0.239381
32,10,-0.026413,-0.011024,0.255396
32,11,-0.160174,0.000000,-0.029766
32,12,0.134990,0.000000,-0.029954
32,13,-0.008504,-0.017435,0.290373
32,14,0.000400,-0.000407,0.240362
32,15,-0.013628,0.008488,0.264290
32,16,-0.040744,-0.006049,0.256557
32,17,-0.044806,0.014819,0.260628
32,18,-0.013176,-0.024748,0.299762
32,19,-0.028233,0.004345,0.262134
32,20,-0.068047,0.023107,0.268633
32,21,-0.068605,0.007320,0.250635
32,22,-0.041540,0.004165,0.314289
32,23,-0.103047,0.011887,0.270007
32,24,-0.047705,0.003280,0.281114
33,0,0.036724,0.000000,-0.020359
33,1,0.031061,0.004206,0.265246
33,2,0.005846,-0.025343,0.284847
33,3,0.039529,0.006183,0.255626
33,4,0.047731,-0.014110,0.257221
33,5,-0.184040,0.000000,0.573320
33,6,0.211150,0.000000,0.572426
33,7,-0.004939,0.007544,0.230565
33,8,-0.023143,0.034379,0.253924
33,9,-0.027587,-0.022087,0.236253
33,10,-0.007643,-0.007343,0.279435
33,11,-0.163583,0.000000,-0.029955
33,12,0.131681,0.000000,-0.029997
33,13,-0.083602,0.013858,0.256907
33,14,0.005450,-0.037738,0.275069
33,15,-0.049941,-0.021126,0.266173
33,16,-0.037015,-0.039014,0.258253
33,17,0.011630,-0.010842,0.298112
33,18,-0.070706,-0.000864,0.314437
33,19,-0.033724,-0.019431,0.243798
33,20,-0.039134,-0.007802,0.268494
33,21,-0.080742,0.023495,0.247150
33,22,-0.052504,-0.000992,0.298483
33,23,-0.065614,-0.035323,0.280912
33,24,-0.057571,-0.028996,0.266485
34,0,0.034253,0.000000,-0.021855
34,1,0.032515,0.012508,0.295061
34,2,0.048755,0.014896,0.259876
34,3,0.021778,-0.006028,0.255985
34,4,-0.020649,-0.006935,0.286415
34,5,-0.187403,0.000000,0.572423
34,6,0.207703,0.000000,0.571665
34,7,-0.014098,0.013324,0.261629
34,8,0.001813,-0.002171,0.292644
34,9,-0.015478,0.055907,0.277743
34,10,-0.036224,-0.005043,0.243692
34,11,-0.166925,0.000000,-0.029996
34,12,0.128463,0.000000,-0.029891
34,13,-0.029952,-0.012307,0.301510
34,14,-0.006399,0.010734,0.262861
34,15,-0.029145,-0.003742,0.315980
34,16,-0.026624,0.007177,0.256235
34,17,-0.056304,-0.020246,0.273709
34,18,-0.017959,-0.030511,0.253672
34,19,-0.060740,0.028644,0.296245
34,20,-0.037558,-0.005152,0.256375
34,21,-0.020685,-0.017735,0.281206
34,22,-0.040098,-0.005251,0.309753
34,23,-0.039285,-0.038060,0.294359
34,24,-0.079829,-0.028412,0.284399
35,0,0.031614,0.000000,-0.023242
35,1,0.053103,0.007925,0.272800
35,2,0.021557,-0.001466,0.270480
35,3,-0.021206,0.020943,0.226692
35,4,0.006670,0.027653,0.285116
35,5,-0.190828,0.000000,0.571663
35,6,0.204219,0.000000,0.571043
35,7,-0.015461,0.031285,0.298372
35,8,-0.022528,-0.001945,0.269164
35,9,-0.015629,-0.001528,0.272634
35,10,0.013422,0.002036,0.305222
35,11,-0.170183,0.000000,-0.029890
35,12,0.125351,0.000000,-0.029638
35,13,-0.038478,-0.004437,0.311039
35,14,-0.070811,-0.012876,0.259885
35,15,-0.028999,0.009903,0.247383
35,16,-0.033966,-0.028909,0.238148
35,17,-0.035211,0.032167,0.286353
35,18,-0.057651,-0.012100,0.276796
35,19,-0.084865,-0.006666,0.260142
35,20,-0.044793,0.008703,0.247549
35,21,-0.042062,-0.018591,0.248887
35,22,-0.044311,0.004275,0.277075
35,23,-0.040045,0.014895,0.295370
35,24,-0.042169,-0.018917,0.252750
36,0,0.028818,0.000000,-0.024516
36,1,-0.013190,0.013651,0.270153
36,2,0.039355,0.003939,0.260953
36,3,0.005224,0.008023,0.268378
36,4,0.011638,0.024908,0.248864
36,5,-0.194299,0.000000,0.571042
36,6,0.200714,0.000000,0.570564
36,7,-0.000354,0.006327,0.269392
36,8,-0.001110,-0.045404,0.281378
36,9,-0.014421,0.004723,0.301483
36,10,-0.022804,-0.000029,0.262354
36,11,-0.173342,0.000000,-0.029637
36,12,0.122360,0.000000,-0.029239
36,13,-0.065554,-0.027029,0.251848
36,14,-0.037737,-0.002336,0.276370
36,15,-0.027628,0.015424,0.266574
36,16,-0.025400,-0.010717,0.268814
36,17,-0.067802,0.030336,0.285122
36,18,-0.024770,-0.010417,0.284105
36,19,-0.062452,-0.017019,0.282729
36,20,-0.060252,0.017615,0.262637
36,21,-0.088400,0.007772,0.288604
36,22,-0.068517,0.030656,0.294661
36,23,-0.017753,0.005796,0.257916
36,24,-0.040891,-0.002584,0.287319
37,0,0.025881,0.000000,-0.025668
37,1,0.029458,-0.000358,0.267529
37,2,-0.000409,0.024423,0.297230
37,3,0.014089,0.000269,0.269484
37,4,0.005327,-0.042728,0.262352
37,5,-0.197797,0.000000,0.570563
37,6,0.197205,0.000000,0.570231
37,7,0.016704,0.005745,0.292587
37,8,-0.020490,-0.036280,0.281133
37,9,0.007353,0.011335,0.224773
37,10,-0.028203,0.013637,0.243524
37,11,-0.176386,0.000000,-0.029238
37,12,0.119505,0.000000,-0.028696
37,13,-0.042351,-0.016833,0.299996
37,14,-0.062978,0.007857,0.229348
37,15,-0.048226,0.027013,0.243832
37,16,-0.021078,0.018003,0.284163
37,17,-0.020990,0.001542,0.284347
37,18,-0.070412,-0.013333,0.286480
37,19,-0.080442,0.008195,0.305807
37,20,-0.063477,-0.015895,0.288456
37,21,-0.036505,-0.025638,0.276056
37,22,-0.041544,-0.000062,0.292839
37,23,-0.044954,0.006625,0.281247
37,24,-0.021028,-0.004876,0.293868
38,0,0.022817,0.000000,-0.026694
38,1,0.010804,0.000299,0.251355
38,2,0.014374,0.021629,0.265730
38,3,-0.002406,-0.020361,0.245942
38,4,-0.011557,-0.013117,0.275807
38,5,-0.201306,0.000000,0.570230
38,6,0.193710,0.000000,0.570044
38,7,-0.009577,-0.029844,0.293953
38,8,-0.030900,0.007902,0.237372
38,9,-0.049805,0.017679,0.278336
38,10,-0.024772,0.021267,0.284425
38,11,-0.179301,0.000000,-0.028694
38,12,0.116801,0.000000,-0.028012
38,13,-0.055304,-0.025607,0.286383
38,14,-0.069457,0.019379,0.277179
38,15,-0.050247,0.006977,0.273826
38,16,-0.047220,0.029068,0.284331
38,17,-0.039986,-0.018757,0.293535
38,18,-0.036023,-0.011692,0.268379
38,19,-0.028545,-0.002025,0.242894
38,20,-0.023667,-0.010892,0.292533
38,21,-0.032372,0.011567,0.278379
38,22,-0.063655,0.025122,0.257656
38,23,-0.035797,0.010321,0.288914
38,24,-0.062031,0.021043,0.297733
39,0,0.019640,0.000000,-0.027589
39,1,0.009608,0.005955,0.249977
39,2,-0.018430,0.000509,0.268085
39,3,0.018420,0.010511,0.251044
39,4,0.009677,0.001012,0.257818
39,5,-0.204809,0.000000,0.570043
39,6,0.190246,0.000000,0.570004
39,7,-0.004353,0.004489,0.269720
39,8,-0.036062,-0.007356,0.302605
39,9,-0.030455,-0.017446,0.263368
39,10,-0.030424,0.031056,0.247686
39,11,-0.182070,0.000000,-0.028009
39,12,0.114260,0.000000,-0.027189
39,13,-0.050895,0.025833,0.284148
39,14,-0.052522,-0.028969,0.258982
39,15,-0.017861,0.028947,0.269177
39,16,-0.031429,0.002176,0.293458
39,17,-0.057328,0.010198,0.273508
39,18,-0.045801,-0.004398,0.300109
39,19,-0.013627,-0.023771,0.293629
39,20,-0.045783,-0.014839,0.309863
39,21,-0.077245,-0.029570,0.298586
39,22,-0.065091,-0.007872,0.303426
39,23,-0.050746,-0.028962,0.276584
39,24,-0.047049,-0.038145,0.269639
40,0,0.016366,0.000000,-0.028347
40,1,0.032644,-0.001049,0.297776
40,2,0.009904,0.009212,0.231211
40,3,0.010100,-0.014671,0.253059
40,4,0.019922,0.025490,0.274512
40,5,-0.208288,0.000000,0.570004
40,6,0.186830,0.000000,0.570112
40,7,-0.016112,0.019623,0.255303
40,8,0.021661,-0.020351,0.268842
40,9,-0.047440,-0.002475,0.314185
40,10,-0.018435,0.011558,0.306067
40,11,-0.184682,0.000000,-0.027187
40,12,0.111896,0.000000,-0.026233
40,13,-0.064916,0.003055,0.259941
40,14,-0.087962,0.019315,0.320028
40,15,-0.035582,-0.025503,0.306174
40,16,-0.065288,0.016081,0.292095
40,17,-0.049823,0.021234,0.280710
40,18,-0.039542,0.043897,0.261878
40,19,-0.057434,-0.012896,0.281724
40,20,-0.058126,0.029253,0.266227
40,21,-0.033529,0.014337,0.299199
40,22,-0.065015,0.016372,0.286643
40,23,-0.021738,0.012706,0.306766
40,24,-0.051111,0.004076,0.315778
41,0,0.013012,0.000000,-0.028966
41,1,0.008448,-0.020835,0.335200
41,2,-0.015465,-0.000888,0.247741
41,3,-0.039133,-0.016468,0.282696
41,4,0.023404,0.038862,0.281542
41,5,-0.211727,0.000000,0.570113
41,6,0.183480,0.000000,0.570368
41,7,0.013413,-0.027911,0.255206
41,8,0.011514,0.017867,0.264538
41,9,-0.038930,0.011081,0.286705
41,10,-0.002934,0.001022,0.282781
41,11,-0.187123,0.000000,-0.026230
41,12,0.109719,0.000000,-0.025147
41,13,-0.042277,0.018784,0.293531
41,14,-0.055248,0.019277,0.239169
41,15,-0.043658,-0.009403,0.248428
41,16,-0.067674,-0.020640,0.273377
41,17,-0.045135,-0.012403,0.289572
41,18,-0.026644,-0.015080,0.261279
41,19,-0.007121,0.002671,0.276484
41,20,-0.060383,0.006678,0.319333
41,21,-0.028110,0.008915,0.287422
41,22,-0.061837,-0.019067,0.302908
41,23,-0.049439,0.008786,0.313508
41,24,-0.015233,-0.007245,0.268298
42,0,0.009593,0.000000,-0.029443
42,1,0.035730,-0.021684,0.271269
42,2,-0.003639,0.020174,0.288690
42,3,0.012052,-0.004879,0.269778
42,4,0.004216,-0.009971,0.278344
42,5,-0.215107,0.000000,0.570369
42,6,0.180210,0.000000,0.570769
42,7,-0.020161,0.014170,0.254623
42,8,-0.044145,0.009460,0.250836
42,9,-0.037671,-0.014591,0.259420
42,10,-0.052054,0.007686,0.273664
42,11,-0.189381,0.000000,-0.025144
42,12,0.107740,0.000000,-0.023938
42,13,-0.027470,0.002157,0.281334
42,14,-0.010241,0.028022,0.273834
42,15,-0.046913,0.021390,0.245478
42,16,-0.052994,-0.007010,0.258319
42,17,-0.052120,-0.033784,0.331752
42,18,-0.051518,0.000162,0.256853
42,19,-0.046033,0.038655,0.282694
42,20,-0.030662,0.020969,0.235446
42,21,-0.055481,-0.005823,0.277058
42,22,-0.073446,-0.015097,0.259579
42,23,-0.037092,0.010061,0.312228
42,24,-0.046371,-0.016859,0.321912
43,0,0.006127,0.000000,-0.029774
43,1,-0.002486,0.006308,0.290700
43,2,-0.021695,0.002653,0.290504
43,3,-0.005744,-0.003403,0.292262
43,4,-0.030016,-0.017868,0.275927
43,5,-0.218413,0.000000,0.570771
43,6,0.177038,0.000000,0.571315
43,7,-0.045865,-0.001674,0.260003
43,8,-0.038519,0.013896,0.281564
43,9,-0.042093,-0.004513,0.273363
43,10,-0.037957,-0.005180,0.268289
43,11,-0.191445,0.000000,-0.023934
43,12,0.105970,0.000000,-0.022611
43,13,-0.013867,-0.001925,0.280892
43,14,-0.076779,-0.013656,0.315331
43,15,-0.012549,-0.004222,0.252564
43,16,-0.031886,-0.016637,0.308659
43,17,-0.053129,-0.009840,0.281405
43,18,-0.030318,-0.006231,0.266685
43,19,-0.074840,-0.002925,0.283277
43,20,-0.046476,-0.007382,0.291250
43,21,-0.053473,0.022584,0.287556
43,22,-0.033471,0.003851,0.279956
43,23,-0.069006,0.012068,0.296724
43,24,-0.009955,-0.007864,0.312607
44,0,0.002631,0.000000,-0.029958
44,1,-0.021158,-0.007226,0.256057
44,2,-0.012080,0.000571,0.259351
44,3,-0.012430,0.012468,0.246513
44,4,-0.018047,-0.012503,0.258316
44,5,-0.221629,0.000000,0.571317
44,6,0.173979,0.000000,0.572002
44,7,-0.018233,0.001280,0.288836
44,8,-0.038668,0.000450,0.261558
44,9,-0.031534,-0.001288,0.267937
44,10,-0.023519,-0.029874,0.256235
44,11,-0.193305,0.000000,-0.022607
44,12,0.104416,0.000000,-0.021172
44,13,-0.070257,0.000185,0.278114
44,14,-0.044933,-0.002247,0.282498
44,15,-0.024053,-0.002918,0.281350
44,16,-0.063077,0.037864,0.266059
44,17,-0.048904,-0.012586,0.257573
44,18,-0.060796,-0.022694,0.273389
44,19,-0.045103,0.014182,0.295463
44,20,-0.026850,0.009259,0.265970
44,21,-0.033547,0.000633,0.311857
44,22,-0.036525,-0.008603,0.281093
44,23,-0.041023,0.011307,0.300919
44,24,-0.026986,0.007639,0.279659
45,0,-0.000878,0.000000,-0.029995
45,1,-0.017608,-0.035206,0.262761
45,2,-0.031381,0.006572,0.286860
45,3,-0.027250,-0.006239,0.280225
45,4,-0.034632,0.013018,0.223405
45,5,-0.224738,0.000000,0.572004
45,6,0.171048,0.000000,0.572826
45,7,-0.045064,0.001953,0.239312
45,8,-0.012205,-0.010479,0.272274
45,9,-0.042319,-0.001530,0.268705
45,10,-0.066491,0.007249,0.282260
45,11,-0.194952,0.000000,-0.021167
45,12,0.103087,0.000000,-0.019629
45,13,-0.052335,-0.013453,0.268661
45,14,-0.062048,-0.002290,0.284297
45,15,-0.032734,0.032025,0.337131
45,16,-0.079685,0.008000,0.313898
45,17,-0.053931,0.014227,0.266404
45,18,-0.039654,-0.003555,0.325533
45,19,-0.064792,0.031262,0.302160
45,20,-0.060504,-0.016793,0.301745
45,21,-0.004791,0.035047,0.266416
45,22,-0.037255,0.020226,0.302068
45,23,-0.041429,-0.011653,0.329768
45,24,-0.033419,0.027708,0.309816
46,0,-0.004382,0.000000,-0.029885
46,1,0.005872,-0.002072,0.272541
46,2,-0.001079,0.032144,0.274215
46,3,-0.008305,0.003543,0.278638
46,4,0.011829,0.000591,0.266845
46,5,-0.227725,0.000000,0.572829
46,6,0.168260,0.000000,0.573785
46,7,-0.047254,-0.015023,0.275569
46,8,-0.069907,0.010647,0.313481
46,9,-0.034265,0.014227,0.274718
46,10,-0.016163,0.018200,0.269146
46,11,-0.196377,0.000000,-0.019624
46,12,0.101989,0.000000,-0.017989
46,13,-0.008551,-0.007291,0.287411
46,14,-0.042674,0.029849,0.272442
46,15,-0.038545,-0.021208,0.267660
46,16,-0.076305,0.028400,0.286497
46,17,-0.061312,-0.023974,0.324811
46,18,-0.072509,-0.000499,0.298805
46,19,-0.032630,0.004112,0.328393
46,20,-0.027028,0.032520,0.302538
46,21,-0.015610,-0.013971,0.275420
46,22,-0.039766,-0.001021,0.294215
46,23,-0.054440,0.027359,0.327153
46,24,-0.042358,-0.013698,0.325695
47,0,-0.007865,0.000000,-0.029627
47,1,-0.014636,-0.014499,0.259321
47,2,-0.014182,0.010045,0.307143
47,3,-0.042923,0.016742,0.290125
47,4,-0.021636,-0.002939,0.281526
47,5,-0.230575,0.000000,0.573788
47,6,0.165628,0.000000,0.574873
47,7,-0.044510,-0.000109,0.268993
47,8,-0.037344,-0.038799,0.282120
47,9,-0.061886,-0.006036,0.254411
47,10,-0.061233,0.036619,0.298656
47,11,-0.197573,0.000000,-0.017984
47,12,0.101128,0.000000,-0.016261
47,13,-0.081591,-0.002774,0.320465
47,14,-0.038231,-0.003709,0.305607
47,15,-0.051217,0.015059,0.275957
47,16,-0.050287,-0.025756,0.284602
47,17,-0.032389,0.005202,0.292864
47,18,-0.065496,-0.011730,0.281210
47,19,-0.054448,-0.032740,0.323249
47,20,-0.023302,0.000336,0.305845
47,21,-0.036429,-0.015182,0.268111
47,22,-0.042499,-0.011986,0.285671
47,23,0.007706,-0.012871,0.298319
47,24,-0.016606,-0.012535,0.292586
48,0,-0.011309,0.000000,-0.029223
48,1,-0.038967,0.016699,0.254841
48,2,-0.030014,-0.011487,0.247351
48,3,-0.038411,-0.007798,0.278091
48,4,-0.027247,0.035590,0.288024
48,5,-0.233275,0.000000,0.574876
48,6,0.163166,0.000000,0.576084
48,7,-0.022107,-0.005394,0.268993
48,8,-0.011052,-0.002861,0.252921
48,9,-0.066525,0.002678,0.266459
48,10,-0.053020,-0.002921,0.274889
48,11,-0.198535,0.000000,-0.016255
48,12,0.100508,0.000000,-0.014452
48,13,-0.057899,0.053025,0.267260
48,14,-0.033985,0.002443,0.290847
48,15,-0.059969,-0.001400,0.296128
48,16,-0.068916,-0.009184,0.300265
48,17,-0.024690,0.019501,0.282165
48,18,-0.030917,0.019686,0.301100
48,19,-0.048667,0.037146,0.272200
48,20,-0.044254,0.012094,0.314235
48,21,-0.044828,0.008521,0.290439
48,22,-0.042186,0.004080,0.287843
48,23,-0.028608,-0.015685,0.329527
48,24,-0.033807,-0.014423,0.312116
49,0,-0.014698,0.000000,-0.028675
49,1,-0.028169,-0.032216,0.275214
49,2,-0.042040,-0.004821,0.308788
49,3,-0.027041,-0.065932,0.271228
49,4,-0.055445,-0.044411,0.280493
49,5,-0.235811,0.000000,0.576088
49,6,0.160885,0.000000,0.577413
49,7,-0.046042,0.008345,0.286578
49,8,-0.046870,0.031451,0.284779
49,9,-0.085975,-0.046635,0.282376
49,10,-0.065447,0.000386,0.266534
49,11,-0.199259,0.000000,-0.014447
49,12,0.100131,0.000000,-0.012572
49,13,-0.073190,-0.017843,0.308393
49,14,-0.045002,-0.013691,0.298310
49,15,-0.046671,-0.033490,0.288748
49,16,-0.035474,0.004748,0.301124
49,17,-0.038887,0.007001,0.270084
49,18,-0.047760,-0.013548,0.291719
49,19,-0.046529,-0.014028,0.301094
49,20,-0.035899,-0.021549,0.275804
49,21,-0.059855,-0.044002,0.311932
49,22,-0.039196,0.002604,0.295022
49,23,-0.013033,-0.005943,0.307183
49,24,-0.015097,0.047743,0.273281
50,0,-0.018014,0.000000,-0.027985
50,1,-0.039803,0.001252,0.259043
50,2,-0.019108,-0.015571,0.260835
50,3,-0.012135,0.010365,0.261747
50,4,-0.028665,0.001219,0.289905
50,5,-0.238170,0.000000,0.577417
50,6,0.158796,0.000000,0.578854
50,7,-0.056069,-0.016180,0.292316
50,8,-0.053166,-0.015957,0.257107
50,9,-0.041800,-0.011426,0.282603
50,10,-0.040776,0.029316,0.285038
50,11,-0.199739,0.000000,-0.012567
50,12,0.100000,0.000000,-0.010631
50,13,-0.040198,0.007964,0.269524
50,14,-0.044903,0.004149,0.303707
50,15,-0.047091,0.011581,0.299473
50,16,-0.020904,0.031209,0.312081
50,17,-0.050816,-0.009364,0.333858
50,18,-0.047349,-0.017359,0.302563
50,19,-0.040973,-0.002797,0.307857
50,20,-0.024340,-0.002481,0.342405
50,21,-0.024007,0.009511,0.330460
50,22,0.008398,0.022319,0.297876
50,23,-0.032094,-0.002152,0.280333
50,24,-0.015328,-0.003732,0.269821
51,0,-0.021241,0.000000,-0.027158
51,1,-0.001141,0.003593,0.270804
51,2,-0.045426,-0.033733,0.265281
51,3,0.000791,-0.006237,0.261860
51,4,-0.036379,-0.009159,0.268889
51,5,-0.240342,0.000000,0.578858
51,6,0.156911,0.000000,0.580399
51,7,-0.011272,-0.024179,0.247129
51,8,-0.022017,0.032360,0.297912
51,9,-0.081935,0.009514,0.292233
51,10,-0.079670,-0.010276,0.251734
51,11,-0.199974,0.000000,-0.010625
51,12,0.100115,0.000000,-0.008637
51,13,-0.029994,0.014445,0.322624
51,14,-0.039468,0.005603,0.299908
51,15,-0.036678,-0.026771,0.270913
51,16,-0.089963,-0.007986,0.302237
51,17,-0.042793,0.024682,0.313675
51,18,-0.035000,-0.004421,0.325996
51,19,-0.044637,-0.007142,0.325348
51,20,0.001660,0.037790,0.307178
51,21,-0.031234,0.057931,0.308060
51,22,-0.008767,0.019829,0.340004
51,23,-0.017337,0.007811,0.353932
51,24,0.002469,-0.028301,0.300616
52,0,-0.024364,0.000000,-0.026197
52,1,-0.012153,0.011054,0.263087
52,2,-0.035914,-0.007784,0.298073
52,3,-0.039265,-0.007935,0.268452
52,4,-0.115145,0.006876,0.299758
52,5,-0.242314,0.000000,0.580404
52,6,0.155238,0.000000,0.582040
52,7,-0.034188,0.008560,0.283457
52,8,-0.064860,0.009588,0.259958
52,9,-0.025522,0.008795,0.289921
52,10,-0.058020,0.006164,0.246186
52,11,-0.199964,0.000000,-0.008631
52,12,0.100477,0.000000,-0.006600
52,13,-0.023349,-0.034159,0.309731
52,14,-0.036885,0.024421,0.288624
52,15,-0.032675,-0.030735,0.278553
52,16,-0.023127,-0.001025,0.272241
52,17,-0.022958,-0.026504,0.340523
52,18,-0.055335,0.018913,0.301152
52,19,-0.068334,-0.000252,0.299567
52,20,-0.034192,0.035283,0.318022
52,21,-0.008240,-0.016865,0.319253
52,22,-0.022693,0.021182,0.341533
52,23,-0.002048,-0.039637,0.296504
52,24,-0.057618,-0.015237,0.296885
53,0,-0.027367,0.000000,-0.025107
53,1,-0.029542,0.003363,0.276126
53,2,-0.009964,-0.010979,0.295829
53,3,-0.028325,0.014261,0.327724
53,4,-0.018665,0.046840,0.263735
53,5,-0.244078,0.000000,0.582045
53,6,0.153785,0.000000,0.583770
53,7,-0.046484,0.027411,0.288930
53,8,-0.038471,-0.013340,0.296998
53,9,-0.008750,0.006334,0.299873
53,10,-0.129360,0.030329,0.337094
53,11,-0.199707,0.000000,-0.006594
53,12,0.101082,0.000000,-0.004531
53,13,-0.018277,-0.005643,0.342318
53,14,-0.050160,0.001392,0.288845
53,15,-0.041906,0.014573,0.323846
53,16,-0.023072,0.053558,0.282078
53,17,-0.061616,0.001387,0.290646
53,18,-0.049785,-0.033442,0.290439
53,19,-0.031875,0.007058,0.309377
53,20,-0.002101,0.016821,0.320402
53,21,-0.027682,0.015030,0.343698
53,22,-0.008701,0.014666,0.326702
53,23,-0.007831,0.025486,0.324909
53,24,-0.016034,-0.037708,0.319601
54,0,-0.030235,0.000000,-0.023894
54,1,-0.001233,-0.036814,0.256985
54,2,-0.021069,-0.010937,0.253395
54,3,-0.004338,-0.000087,0.297466
54,4,-0.072150,-0.023174,0.313494
54,5,-0.245626,0.000000,0.583775
54,6,0.152561,0.000000,0.585580
54,7,-0.043797,0.000148,0.237018
54,8,-0.019136,0.028521,0.302796
54,9,-0.070080,0.009493,0.291578
54,10,-0.072977,0.002870,0.261384
54,11,-0.199205,0.000000,-0.004525
54,12,0.101928,0.000000,-0.002440
54,13,-0.018453,0.017445,0.311187
54,14,-0.067875,0.002469,0.287285
54,15,-0.032866,0.000313,0.296154
54,16,-0.021878,-0.006436,0.328830
54,17,-0.042851,-0.011231,0.333178
54,18,-0.025323,0.029493,0.289610
54,19,-0.076333,0.008069,0.316020
54,20,-0.055734,0.014649,0.325413
54,21,0.004774,-0.009482,0.324150
54,22,-0.036880,0.023435,0.314844
54,23,0.007034,0.007428,0.323960
54,24,0.019026,-0.022963,0.337032
55,0,-0.032954,0.000000,-0.022562
55,1,-0.016265,0.007921,0.261699
55,2,-0.030629,0.003299,0.235749
55,3,-0.056224,-0.022246,0.302125
55,4,-0.061426,0.014656,0.294730
55,5,-0.246948,0.000000,0.585585
55,6,0.151569,0.000000,0.587461
55,7,-0.048461,-0.007667,0.313899
55,8,-0.050042,0.025315,0.295630
55,9,-0.053633,-0.016939,0.329119
55,10,-0.040648,-0.027983,0.318817
55,11,-0.198461,0.000000,-0.002434
55,12,0.103011,0.000000,-0.000336
55,13,-0.044909,-0.006845,0.308668
55,14,-0.049725,-0.019428,0.306650
55,15,-0.022993,-0.014301,0.298743
55,16,-0.033273,0.024084,0.315638
55,17,-0.010608,-0.004622,0.312960
55,18,-0.030339,-0.013811,0.314808
55,19,-0.031406,0.007767,0.320936
55,20,0.012857,-0.017983,0.314466
55,21,-0.051982,-0.011259,0.310936
55,22,-0.025720,0.011838,0.334358
